date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:32:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:19%20GMT	http://667971-07.myshopify.com/cdn/shop/t/2/assets/animations.js?v=88693664871331136111709897865	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/animationsa3ad.js	(from https://dawnannsdressdesign.com/)
12:32:20	35120/35120	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2004%20Jul%202024%2001:43:20%20GMT	https://667971-07.myshopify.com/cdn/shop/t/2/assets/global.js?v=106116626045777747121709897867	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/globalfe71.js	(from https://dawnannsdressdesign.com/)
12:32:20	2929/2929	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2003%20May%202024%2022:52:13%20GMT	https://667971-07.myshopify.com/cdn/shop/t/2/assets/animations.js?v=88693664871331136111709897865	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/animationsa3ad.js	(from https://dawnannsdressdesign.com/)
12:32:20	1249/1249	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jul%202024%2005:32:21%20GMT	https://dawnannsdressdesign.com/.oembed	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/dawnannsdressdesign.com/.oembed	(from https://dawnannsdressdesign.com/)
12:32:21	1249/1249	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jul%202024%2005:32:22%20GMT	https://dawnannsdressdesign.com/checkouts/internal/preloads.js?locale=en-ID	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/dawnannsdressdesign.com/checkouts/internal/preloadsf399.js	(from https://dawnannsdressdesign.com/)
12:32:22	0/0	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Jul%202024%2005:32:23%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=en-ID&shop_id=64477364420	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/shop.app/checkouts/internal/preloads.b73b3.delayed	(from https://dawnannsdressdesign.com/)
12:32:23	1922/1922	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2012%20Jul%202024%2004:25:28%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://dawnannsdressdesign.com/)
12:32:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:24%20GMT	http://667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.d.delayed	(from https://dawnannsdressdesign.com/)
12:32:23	12133/12133	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:30:42%20GMT	https://667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://dawnannsdressdesign.com/)
12:32:23	168091/168091	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2012%20Jul%202024%2005:23:56%20GMT	https://667971-07.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://dawnannsdressdesign.com/)
12:32:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:24%20GMT	http://667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://dawnannsdressdesign.com/)
12:32:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:25%20GMT	http://667971-07.myshopify.com/cdn/shop/t/2/assets/base.css?v=25513028573540360251709897865	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/base1def.css	(from https://dawnannsdressdesign.com/)
12:32:24	37678/37678	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2022:53:31%20GMT	https://667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://dawnannsdressdesign.com/)
12:32:24	66064/66064	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2015:40:21%20GMT	https://667971-07.myshopify.com/cdn/shop/t/2/assets/base.css?v=25513028573540360251709897865	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/base1def.css	(from https://dawnannsdressdesign.com/)
12:32:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:25%20GMT	http://667971-07.myshopify.com/cdn/shop/t/2/assets/component-predictive-search.css?v=118923337488134913561709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-predictive-search05fa.css	(from https://dawnannsdressdesign.com/)
12:32:25	4979/4979	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20May%202024%2021:32:01%20GMT	https://667971-07.myshopify.com/cdn/shop/t/2/assets/component-predictive-search.css?v=118923337488134913561709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-predictive-search05fa.css	(from https://dawnannsdressdesign.com/)
12:32:25	1249/1249	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jul%202024%2005:32:26%20GMT	https://dawnannsdressdesign.com/POST	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/dawnannsdressdesign.com/POST	(from https://dawnannsdressdesign.com/)
12:32:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:26%20GMT	http://667971-07.myshopify.com/cdn/s/trekkie.storefront.d88aa5f007759294e4f3b66e32cebf97843d3efb.min.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/s/trekkie.storefront.d88aa5f007759294e4f3b66e32cebf97843d3efb.min.js	(from https://dawnannsdressdesign.com/)
12:32:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:27%20GMT	http://667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	(from https://dawnannsdressdesign.com/)
12:32:26	116783/116783	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2023:20:47%20GMT	https://667971-07.myshopify.com/cdn/s/trekkie.storefront.d88aa5f007759294e4f3b66e32cebf97843d3efb.min.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/s/trekkie.storefront.d88aa5f007759294e4f3b66e32cebf97843d3efb.min.js	(from https://dawnannsdressdesign.com/)
12:32:26	8290/8290	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20May%202024%2000:00:31%20GMT	https://667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	(from https://dawnannsdressdesign.com/)
12:32:26	62653/62653	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2020:25:36%20GMT	https://667971-07.myshopify.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://dawnannsdressdesign.com/)
12:32:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:27%20GMT	http://667971-07.myshopify.com/cdn/shop/t/2/assets/component-slideshow.css?v=107725913939919748051709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-slideshowc467.css	(from https://dawnannsdressdesign.com/)
12:32:28	3750/3750	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20May%202024%2019:47:06%20GMT	https://667971-07.myshopify.com/cdn/shop/t/2/assets/component-slideshow.css?v=107725913939919748051709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-slideshowc467.css	(from https://dawnannsdressdesign.com/)
12:32:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:29%20GMT	http://667971-07.myshopify.com/cdn/shop/t/2/assets/component-slider.css?v=142503135496229589681709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-sliderf542.css	(from https://dawnannsdressdesign.com/)
12:32:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:29%20GMT	http://667971-07.myshopify.com/cdn/shop/t/2/assets/section-main-product.css?v=133064301994206342221709897867	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/section-main-product09c1.css	(from https://dawnannsdressdesign.com/)
12:32:28	8111/8111	---MCZ	200	added ('OK')	text/css	date:Mon,%2013%20May%202024%2018:43:30%20GMT	https://667971-07.myshopify.com/cdn/shop/t/2/assets/component-slider.css?v=142503135496229589681709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-sliderf542.css	(from https://dawnannsdressdesign.com/)
12:32:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:30%20GMT	http://667971-07.myshopify.com/cdn/shop/t/2/assets/component-accordion.css?v=180964204318874863811709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-accordionf130.css	(from https://dawnannsdressdesign.com/)
12:32:30	27046/27046	---MCZ	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2015:36:50%20GMT	https://667971-07.myshopify.com/cdn/shop/t/2/assets/section-main-product.css?v=133064301994206342221709897867	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/section-main-product09c1.css	(from https://dawnannsdressdesign.com/)
12:32:30	1076/1076	---MCZ	200	added ('OK')	text/css	date:Thu,%2009%20May%202024%2002:51:19%20GMT	https://667971-07.myshopify.com/cdn/shop/t/2/assets/component-accordion.css?v=180964204318874863811709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-accordionf130.css	(from https://dawnannsdressdesign.com/)
12:32:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jul%202024%2005:32:31%20GMT	http://667971-07.myshopify.com/cdn/shop/t/2/assets/component-price.css?v=70172745017360139101709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-price7f2d.css	(from https://dawnannsdressdesign.com/)
12:32:30	1668/1668	---MCZ	200	added ('OK')	text/css	date:Fri,%2031%20May%202024%2006:39:46%20GMT	https://667971-07.myshopify.com/cdn/shop/t/2/assets/component-price.css?v=70172745017360139101709897866	C:/arenabet88/TARUHAN%20BOLA%20ONLINE/667971-07.myshopify.com/cdn/shop/t/2/assets/component-price7f2d.css	(from https://dawnannsdressdesign.com/)
